id	name	formula	charge	inchikey	smiles	deltag	kegg id	ms id
cpd00426_z0	Homogentisate	C8H7O4	1	IGMNYECMUMZDDF-UHFFFAOYSA-M	O=C(O)Cc1cc([O-])ccc1O	-128.84	C00544	cpd00426
Cx-1_z0	PAS_c131_0017:PAS_chr2-1_0739:PAS_chr1-3_0054	*	1					cpd00000
M-m697_z0	(2E)-Hexacosanoyl-CoA	*	1					cpd00000
M-m696_z0	3-Hydroxyhexacosanoyl-CoA	*	1					cpd00000
Cx-6_z0	PAS_chr1-4_0047:PAS_chr2-1_0402:PAS_chr4_0308	*	1					cpd00000
M-m693_z0	(2E)-Tetracosanoyl-CoA	*	1					cpd00000
cpd12695_z0	Semidione	*	1				C05309	cpd12695
Cx-7_z0	PAS_chr1-4_0295:PAS_chr1-1_0008	*	1					cpd00000
M-m692_z0	3-Hydroxytetracosanoyl-CoA	*	1					cpd00000
Cx-8_z0	PAS_chr2-1_0120:PAS_chr4_0580	*	1					cpd00000
M-m695_z0	3-Hexacosanoyl-CoA	*	1					cpd00000
Cx-9_z0	PAS_chr2-1_0456:PAS_chr3_0808:PAS_chr4_0120:PAS_chr2-2_0366:PAS_chr2-2_0235:PAS_chr3_0585:PAS_chr3_0619:PAS_chr2-2_0462:PAS_chr2-1_0359:PAS_chr1-4_0575:PAS_chr1-4_0371:PAS_chr4_0535:PAS_chr4_0355:PAS_chr3_1188:PAS_chr4_0142:PAS_chr1-4_0039	*	1					cpd00000
cpd15297_z0	Lignoceroyl-CoA	C45H79N7O17P3S	1	MOYMQYZWIUKGGY-JBKAVQFISA-J	CCCCCCCCCCCCCCCCCCCCCCCC(=O)SCCN=C([O-])CCN=C([O-])C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-]	-750.19	C16529	cpd15297
Cx-2_z0	PAS_chr1-1_0050:PAS_chr1-1_0202:PAS_chr1-4_0593:PAS_chr2-2_0294	*	1					cpd00000
cpd12546_z0	tRNA containing 6-isopentenyladenosine	C25H35N5O19P3R2	1				C04432	cpd12546
Cx-3_z0	PAS_chr1-1_0191:PAS_chr1-1_0484:PAS_chr1-4_0445:PAS_chr1-4_0465:PAS_chr2-1_0612:PAS_chr2-2_0165:PAS_chr3_0460:PAS_chr3_1236:PAS_chr3_1236:PAS_chr4_0990	*	1					cpd00000
cpd11620_z0	Reducedferredoxin	Fe2R4S6	1				C00138	cpd11620
Cx-4_z0	PAS_chr1-1_0282:PAS_chr4_0197	*	1					cpd00000
M-m691_z0	3-Tetracosanoyl-CoA	*	1					cpd00000
cpd11621_z0	Oxidizedferredoxin	Fe2R4S6	1				C00139	cpd11621
Cx-5_z0	PAS_chr1-3_0248:PAS_chr2-1_0423:PAS_chr2-2_0346:PAS_chr3_0741:PAS_chr3_1142:PAS_chr4_0610	*	1					cpd00000
cpd16343_z0	Behenoyl-CoA	C43H75N7O17P3S	1	NDDZLVOCGALPLR-GNSUAQHMSA-J	CCCCCCCCCCCCCCCCCCCCCC(=O)SCCN=C([O-])CCN=C([O-])C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-]	-753.43	C16528	cpd16343
cpd00364_z0	Chinone	C6H4O2	1	AZQWKYJCGOJGHM-UHFFFAOYSA-N	O=C1C=CC(=O)C=C1	-32.56	C00472	cpd00364
cpd00202_z0	DMAPP	C5H10O7P2	1	CBIDRCWHNCKSTO-UHFFFAOYSA-L	CC(C)=CCOP(=O)(O)OP(=O)([O-])[O-]	-439.18	C00235	cpd00202
cpd12484_z0	tRNA containing N2-methylguanine	C21H29N5O20P3R2	1				C04158	cpd12484
cpd11985_z0	tRNA guanine	C20H27N5O20P3R2	1				C01977	cpd11985
cpd00359_z0	indol	C8H7N	1	SIKJAQJRHWYJAI-UHFFFAOYSA-N	c1ccc2[nH]ccc2c1	54.41	C00463	cpd00359
cpd02385_z0	2-Aminomuconate semialdehyde	C6H7NO3	1	QCGTZPZKJPTAEP-REDYYMJGSA-N	NC(=CC=CC=O)C(=O)O	-73.57	C03824	cpd02385
cpd01496_z0	o-Aminomuconate	C6H6NO4	1	ZRHONLCTYUYMIQ-TZFCGSKZSA-M	NC(=CC=CC(=O)[O-])C(=O)O	-126.27	C02220	cpd01496
cpd00483_z0	3-Hydroxyanthranilate	C7H6NO3	1	WJXSWCUQABXPFS-UHFFFAOYSA-M	Nc1c([O-])cccc1C(=O)O	-88.47	C00632	cpd00483
cpd02692_z0	2-Amino-3-carboxymuconate semialdehyde	C7H5NO5	1	KACPVQQHDVBVFC-OIFXTYEKSA-L	NC(C(=O)[O-])=C(C=CC=O)C(=O)[O-]	-147.03	C04409	cpd02692
cpd03364_z0	Formylanthranilate	C8H6NO3	1	LLLPDUXGHXIXIW-UHFFFAOYSA-M	O=C(O)c1ccccc1N=C[O-]	-85.23	C05653	cpd03364
cpd01804_z0	3-Hydroxykynurenine	C10H12N2O4	1	VCKPUUFAIGNJHC-LURJTMIESA-N	Nc1c(O)cccc1C(=O)CC(N)C(=O)O	-116.42	C02794	cpd01804
cpd00920_z0	4-(2-Aminophenyl)-2,4-dioxobutanoate	C10H8NO4	1	CAOVWYZQMPNAFJ-UHFFFAOYSA-M	Nc1ccccc1C(=O)CC(=O)C(=O)[O-]	-101.71	C01252	cpd00920
M-m689_z0	(2E)-Docosanoyl-CoA	*	1					cpd00000
M-m688_z0	3-Hydroxydocosanoyl-CoA	*	1					cpd00000
M-m687_z0	3-Docosanoyl-CoA	*	1					cpd00000
cpd01393_z0	Icosanoyl-CoA	C41H71N7O17P3S	1	JYLSVNBJLYCSSW-IBYUJNRCSA-J	CCCCCCCCCCCCCCCCCCCC(=O)SCCN=C([O-])CCN=C([O-])C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-]	-756.67	C02041	cpd01393
M-m685_z0	(2E)-Eicosanoyl-CoA	*	1					cpd00000
M-m684_z0	3-Hydroxyeicosanoyl-CoA	*	1					cpd00000
M-m683_z0	3-Eicosanoyl-CoA	*	1					cpd00000
cpd14883_z0	alpha-Linolenoyl-CoA	C39H61N7O17P3S	1	OMKFKBGZHNJNEX-KZWMEWPFSA-J	CCC=CCC=CCC=CCCCCCCCC(=O)SCCN=C([O-])CCN=C([O-])C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-]	-692.83	C16162	cpd14883
M-m680_z0	(9Z,12Z,15Z)-Octadecatrienoyl-[acp]	*	1					cpd00000
cpd14957_z0	Apoprotein	H3NR	1				C16240	cpd14957
cpd14954_z0	Protein N6-(lipoyl)lysine	C8H14NORS2	1				C16237	cpd14954
cpd00541_z0	Lipoate	C8H13O2S2	1	AGBQKNBQESQNJD-UHFFFAOYSA-M	O=C([O-])CCCCC1CCSS1	-63.98	C00725	cpd00541
cpd14955_z0	Lipoyl-AMP	C18H25N5O8PS2	1	QWEGOCJRZOKSOE-ADUAKINBSA-M	Nc1ncnc2c1ncn2C1OC(COP(=O)([O-])OC(=O)CCCCC2CCSS2)C(O)C1O	-244.33	C16238	cpd14955
cpd02030_z0	3-phosphoshikimate	C7H9O8P	1	QYOJSKGCWNAKGW-PBXRRBTRSA-K	O=C([O-])C1=CC(OP(=O)([O-])[O-])C(O)C(O)C1	-383.79	C03175	cpd02030
cpd00932_z0	5-O--1-Carboxyvinyl-3-phosphoshikimate	C10H10O10P	1	QUTYKIXIUDQOLK-PRJMDXOYSA-J	C=C(OC1CC(C(=O)[O-])=CC(OP(=O)([O-])[O-])C1O)C(=O)[O-]	-427.57	C01269	cpd00932
cpd00216_z0	Chorismate	C10H8O6	1	WTFXTQVDAKGDEY-HTQZYQBOSA-L	C=C(OC1C=C(C(=O)[O-])C=CC1O)C(=O)[O-]	-169.49	C00251	cpd00216
cpd14956_z0	Lipoyl-ACP	C8H13ORS3	1				C16239	cpd14956
M-m260_z0	(S)-3-Hydroxy-3-methylglutaryl-CoA	*	1					cpd00000
cpd00699_z0	5-Dehydroquinate	C7H9O6	1	WVMWZWGZRAXUBK-SYTVJDICSA-M	O=C1CC(O)(C(=O)[O-])CC(O)C1O	-214.49	C00944	cpd00699
cpd01716_z0	3-Dehydroshikimate	C7H7O5	1	SLWWJZMPHJJOPH-PHDIDXHHSA-M	O=C([O-])C1=CC(=O)C(O)C(O)C1	-166.28	C02637	cpd01716
cpd00383_z0	Shikimate	C7H9O5	1	JXOHGGNKMLTUBP-HSUXUTPPSA-M	O=C([O-])C1=CC(O)C(O)C(O)C1	-171.29	C00493	cpd00383
M-m674_z0	(9Z)-Octadecenoyl-[acp]	*	1					cpd00000
M-m677_z0	(9Z,12Z)-Octadecadienoyl-[acp]	*	1					cpd00000
cpd01398_z0	Linoleoyl-CoA	C39H63N7O17P3S	1	YECLLIMZHNYFCK-RRNJGNTNSA-J	CCCCCC=CCC=CCCCCCCCC(=O)SCCN=C([O-])CCN=C([O-])C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-]	-715.19	C02050	cpd01398
M-m678_z0	(9Z,12Z)-Octadecadienoic acid	*	1					cpd00000
cpd00898_z0	Inositol 1,4-bisphosphate	C6H12O12P2	1	PELZSPZCXGTUMR-RTPHHQFDSA-J	O=P([O-])([O-])OC1C(O)C(O)C(OP(=O)([O-])[O-])C(O)C1O	-644.96	C01220	cpd00898
cpd12582_z0	Phosphatidylinositol-4,5-bisphosphate	C11H16O19P3R2	1				C04637	cpd12582
cpd11839_z0	N-Acetyl-D-glucosaminylphosphatidylinositol	C19H29NO18PR2	1				C01288	cpd11839
cpd16825_z0	octadecanoyl-CoA	*	1					cpd16825
M-m673_z0	Stearoyl-[acp]	*	1					cpd00000
M-m908_z0	Enzyme N6-(octanoyl)lysine	*	1					cpd00000
cpd05274_z0	Palmitoleic acid	C16H29O2	1	SECPZKHBENQXJG-FPLPWBNLSA-M	CCCCCCC=CCCCCCCCC(=O)[O-]	-41.71	C08362	cpd05274
cpd02210_z0	Indoleglycerol phosphate	C11H13NO6P	1	NQEQTYPJSIEPHW-MNOVXSKESA-L	O=P([O-])([O-])OCC(O)C(O)c1c[nH]c2ccccc12	-267.57	C03506	cpd02210
cpd12572_z0	1-Phosphatidyl-1D-myo-inositol 3-phosphate	C11H16O16P2R2	1				C04549	cpd12572
cpd11837_z0	Phosphatidylinositol 4-phosphate	C11H16O16P2R2	1				C01277	cpd11837
cpd00219_z0	Prephenate	C10H8O6	1	FPWMCUPFBRFMLH-XGAOUMNUSA-L	O=C([O-])C(=O)CC1(C(=O)[O-])C=CC(O)C=C1	-186.17	C00254	cpd00219
cpd00143_z0	Phenylpyruvate	C9H7O3	1	BTNMPGBKDVTSJY-UHFFFAOYSA-M	O=C([O-])C(=O)Cc1ccccc1	-75.82	C00166	cpd00143
cpd02642_z0	N-5-phosphoribosyl-anthranilate	C12H14NO9P	1	PMFMJXPRNJUYMB-GWOFURMSSA-K	O=C([O-])c1ccccc1NC1OC(COP(=O)([O-])[O-])C(O)C1O	-393.15	C04302	cpd02642
cpd00956_z0	1-(2-carboxyphenylamino)-1-deoxyribulose 5-phosphate	C12H14NO9P	1	QKMBYNRMPRKVTO-MNOVXSKESA-K	O=C([O-])c1ccccc1NCC(=O)C(O)C(O)COP(=O)([O-])[O-]	-392.53	C01302	cpd00956
cpd00093_z0	Anthranilate	C7H6NO2	1	RWZYAGGXGHYGMB-UHFFFAOYSA-M	Nc1ccccc1C(=O)[O-]	-48.99	C00108	cpd00093
M-m665_z0	3-Oxostearoyl-[acp]	*	1					cpd00000
E-409_z0	PAS_chr3_0018	*	1					cpd00000
E-408_z0	PAS_chr3_0022	*	1					cpd00000
E-407_z0	PAS_chr3_0024	*	1					cpd00000
E-406_z0	PAS_chr3_0036	*	1					cpd00000
E-89_z0	PAS_chr4_0449	*	1					cpd00000
E-88_z0	PAS_chr4_0450	*	1					cpd00000
E-87_z0	PAS_chr4_0451	*	1					cpd00000
E-86_z0	PAS_chr4_0470	*	1					cpd00000
E-415_z0	PAS_chr2-2_0481	*	1					cpd00000
E-81_z0	PAS_chr4_0522	*	1					cpd00000
E-416_z0	PAS_chr2-2_0480	*	1					cpd00000
E-80_z0	PAS_chr4_0535	*	1					cpd00000
E-413_z0	PAS_chr2-2_0494	*	1					cpd00000
E-414_z0	PAS_chr2-2_0492	*	1					cpd00000
E-411_z0	PAS_chr3_0006	*	1					cpd00000
E-85_z0	PAS_chr4_0471	*	1					cpd00000
E-412_z0	PAS_chr2-2_0496	*	1					cpd00000
E-84_z0	PAS_chr4_0477	*	1					cpd00000
E-83_z0	PAS_chr4_0478	*	1					cpd00000
E-410_z0	PAS_chr3_0014	*	1					cpd00000
E-82_z0	PAS_chr4_0511	*	1					cpd00000
E-418_z0	PAS_chr2-2_0446	*	1					cpd00000
E-417_z0	PAS_chr2-2_0462	*	1					cpd00000
E-419_z0	PAS_chr2-2_0437	*	1					cpd00000
E-76_z0	PAS_chr4_0579	*	1					cpd00000
E-75_z0	PAS_chr4_0580	*	1					cpd00000
E-78_z0	PAS_chr4_0552	*	1					cpd00000
E-77_z0	PAS_chr4_0576	*	1					cpd00000
E-79_z0	PAS_chr4_0544	*	1					cpd00000
E-424_z0	PAS_chr2-2_0408	*	1					cpd00000
E-425_z0	PAS_chr2-2_0407	*	1					cpd00000
E-426_z0	PAS_chr2-2_0401	*	1					cpd00000
E-70_z0	PAS_chr4_0610	*	1					cpd00000
E-427_z0	PAS_chr2-2_0387	*	1					cpd00000
E-420_z0	PAS_chr2-2_0434	*	1					cpd00000
E-72_z0	PAS_chr4_0593	*	1					cpd00000
E-421_z0	PAS_chr2-2_0431	*	1					cpd00000
E-71_z0	PAS_chr4_0598	*	1					cpd00000
E-422_z0	PAS_chr2-2_0423	*	1					cpd00000
E-74_z0	PAS_chr4_0587	*	1					cpd00000
E-423_z0	PAS_chr2-2_0420	*	1					cpd00000
E-73_z0	PAS_chr4_0592	*	1					cpd00000
cpd03297_z0	alpha-Aminoadipoyl-C6-AMP	C16H22N6O10P	1	POJWEBKSMOTPNS-SBZSCLMQSA-M	Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OC(=O)CCCC(N)C(=O)[O-])C(O)C1O	-342.86	C05560	cpd03297
cpd00705_z0	L-2-Aminoadipate	C6H10NO4	1	OYIFNHCXNCRBQI-BYPYZUCNSA-M	NC(CCCC(=O)[O-])C(=O)O	-162.51	C00956	cpd00705
cpd13373_z0	Holo-Lys2	HRS	1				C11482	cpd13373
cpd00742_z0	Allophanate	C2H3N2O3	1	AVWRKZWQTYIKIY-UHFFFAOYSA-M	N=C([O-])NC(=O)O	-127.56	C01010	cpd00742
cpd00118_z0	Putrescine	C4H14N2	1	KIDHWZJUCRJVML-UHFFFAOYSA-P	[NH3+]CCCC[NH3+]	-6.02	C00134	cpd00118
E-98_z0	PAS_chr4_0405	*	1					cpd00000
E-97_z0	PAS_chr4_0408	*	1					cpd00000
cpd02097_z0	L-Glutamyl 5-phosphate	C5H9NO7P	1	PJRXVIJAERNUIP-VKHMYHEASA-L	NC(CCC(=O)OP(=O)([O-])O)C(=O)[O-]	-379.03	C03287	cpd02097
E-99_z0	PAS_chr4_0401	*	1					cpd00000
E-94_z0	PAS_chr4_0418	*	1					cpd00000
E-93_z0	PAS_chr4_0419	*	1					cpd00000
E-400_z0	PAS_chr3_0058	*	1					cpd00000
E-96_z0	PAS_chr4_0415	*	1					cpd00000
E-401_z0	PAS_chr3_0053	*	1					cpd00000
E-95_z0	PAS_chr4_0416	*	1					cpd00000
E-402_z0	PAS_chr3_0052	*	1					cpd00000
E-90_z0	PAS_chr4_0439	*	1					cpd00000
E-403_z0	PAS_chr3_0040	*	1					cpd00000
E-404_z0	PAS_chr3_0039	*	1					cpd00000
E-92_z0	PAS_chr4_0422	*	1					cpd00000
E-405_z0	PAS_chr3_0037	*	1					cpd00000
E-91_z0	PAS_chr4_0437	*	1					cpd00000
E-459_z0	PAS_chr2-2_0238	*	1					cpd00000
E-458_z0	PAS_chr2-2_0245	*	1					cpd00000
E-457_z0	PAS_chr2-2_0252	*	1					cpd00000
E-456_z0	PAS_chr2-2_0266	*	1					cpd00000
E-455_z0	PAS_chr2-2_0267	*	1					cpd00000
E-454_z0	PAS_chr2-2_0272	*	1					cpd00000
E-453_z0	PAS_chr2-2_0279	*	1					cpd00000
E-452_z0	PAS_chr2-2_0283	*	1					cpd00000
E-451_z0	PAS_chr2-2_0286	*	1					cpd00000
E-450_z0	PAS_chr2-2_0287	*	1					cpd00000
E-469_z0	PAS_chr2-2_0177	*	1					cpd00000
E-468_z0	PAS_chr2-2_0182	*	1					cpd00000
E-465_z0	PAS_chr2-2_0209	*	1					cpd00000
E-464_z0	PAS_chr2-2_0219	*	1					cpd00000
E-467_z0	PAS_chr2-2_0193	*	1					cpd00000
E-466_z0	PAS_chr2-2_0204	*	1					cpd00000
E-461_z0	PAS_chr2-2_0230	*	1					cpd00000
E-460_z0	PAS_chr2-2_0235	*	1					cpd00000
M-m608_z0	trans-Dec-2-enoyl-[acp]	*	1					cpd00000
E-463_z0	PAS_chr2-2_0220	*	1					cpd00000
E-462_z0	PAS_chr2-2_0227	*	1					cpd00000
E-428_z0	PAS_chr2-2_0382	*	1					cpd00000
E-429_z0	PAS_chr2-2_0380	*	1					cpd00000
cpd21506_z0	(Glc)3(GlcNAc)2(Man)9(Asn)1	*	1				G00009	cpd21506
E-434_z0	PAS_chr2-2_0346	*	1					cpd00000
cpd21509_z0	(GlcNAc)2(Man)5(Asn)1	*	1				G00012	cpd21509
E-433_z0	PAS_chr2-2_0349	*	1					cpd00000
cpd30048_z0	G00010	*	1					cpd30048
E-432_z0	PAS_chr2-2_0355	*	1					cpd00000
cpd21502_z0	(GlcNAc)2(Man)3(PP-Dol)1	*	1				G00005	cpd21502
E-431_z0	PAS_chr2-2_0357	*	1					cpd00000
M-m988_z0	(GlcNAc)2(Man)3(Asn)1	*	1					cpd00000
E-438_z0	PAS_chr2-2_0329	*	1					cpd00000
cpd21617_z0	(Glc)2(GlcNAc)2(Man)9(Asn)1	*	1				G00171	cpd21617
E-437_z0	PAS_chr2-2_0337	*	1					cpd00000
E-436_z0	PAS_chr2-2_0338	*	1					cpd00000
cpd21508_z0	(GlcNAc)2(Man)9(Asn)1	*	1				G00011	cpd21508
E-435_z0	PAS_chr2-2_0343	*	1					cpd00000
cpd21507_z0	(Glc)1(GlcNAc)2(Man)9(Asn)1	*	1				G00010	cpd21507
cpd29767_z0	G00009	*	1					cpd29767
cpd29766_z0	G00008	*	1					cpd29766
E-430_z0	PAS_chr2-2_0366	*	1					cpd00000
E-439_z0	PAS_chr2-2_0322	*	1					cpd00000
E-443_z0	PAS_chr2-2_0309	*	1					cpd00000
E-442_z0	PAS_chr2-2_0311	*	1					cpd00000
cpd21696_z0	(GlcNAc)2(Man)7(PP-Dol)1	*	1				G10596	cpd21696
E-445_z0	PAS_chr2-2_0302	*	1					cpd00000
cpd21695_z0	(GlcNAc)2(Man)6(PP-Dol)1	*	1				G10595	cpd21695
E-444_z0	PAS_chr2-2_0303	*	1					cpd00000
cpd29763_z0	G00004	*	1					cpd29763
E-447_z0	PAS_chr2-2_0293	*	1					cpd00000
cpd29764_z0	G00006	*	1					cpd29764
E-446_z0	PAS_chr2-2_0294	*	1					cpd00000
cpd21503_z0	(GlcNAc)2(Man)5(PP-Dol)1	*	1				G00006	cpd21503
E-449_z0	PAS_chr2-2_0288	*	1					cpd00000
E-448_z0	PAS_chr2-2_0290	*	1					cpd00000
cpd29785_z0	G10526	*	1					cpd29785
cpd30047_z0	G00005	*	1					cpd30047
cpd21670_z0	(GlcNAc)2(Man)4(PP-Dol)1	*	1				G10526	cpd21670
E-441_z0	PAS_chr2-2_0317	*	1					cpd00000
E-440_z0	PAS_chr2-2_0318	*	1					cpd00000
E-493_z0	PAS_chr2-2_0075	*	1					cpd00000
E-494_z0	PAS_chr2-2_0070	*	1					cpd00000
E-495_z0	PAS_chr2-2_0063	*	1					cpd00000
E-496_z0	PAS_chr2-2_0060	*	1					cpd00000
E-490_z0	PAS_chr2-2_0092	*	1					cpd00000
E-491_z0	PAS_chr2-2_0084	*	1					cpd00000
E-492_z0	PAS_chr2-2_0076	*	1					cpd00000
E-497_z0	PAS_chr2-2_0059	*	1					cpd00000
E-498_z0	PAS_chr2-2_0053	*	1					cpd00000
E-499_z0	PAS_chr2-2_0049	*	1					cpd00000
M-m1204_z0	H2S	*	1					cpd00000
M-m1203_z0	H2S	*	1					cpd00000
E-892_z0	PAS_chr1-1_0087	*	1					cpd00000
E-891_z0	PAS_chr1-1_0103	*	1					cpd00000
E-890_z0	PAS_chr1-1_0107	*	1					cpd00000
E-899_z0	PAS_chr1-1_0054	*	1					cpd00000
E-898_z0	PAS_chr1-1_0062	*	1					cpd00000
E-897_z0	PAS_chr1-1_0063	*	1					cpd00000
E-896_z0	PAS_chr1-1_0067	*	1					cpd00000
E-895_z0	PAS_chr1-1_0072	*	1					cpd00000
E-894_z0	PAS_chr1-1_0079	*	1					cpd00000
E-893_z0	PAS_chr1-1_0081	*	1					cpd00000
E-879_z0	PAS_chr1-1_0184	*	1					cpd00000
E-25_z0	PAS_chr4_0830	*	1					cpd00000
E-24_z0	PAS_chr4_0842	*	1					cpd00000
E-27_z0	PAS_chr4_0821	*	1					cpd00000
E-470_z0	PAS_chr2-2_0174	*	1					cpd00000
E-26_z0	PAS_chr4_0826	*	1					cpd00000
E-471_z0	PAS_chr2-2_0168	*	1					cpd00000
E-21_z0	PAS_chr4_0874	*	1					cpd00000
E-472_z0	PAS_chr2-2_0165	*	1					cpd00000
E-20_z0	PAS_chr4_0877	*	1					cpd00000
E-473_z0	PAS_chr2-2_0162	*	1					cpd00000
E-23_z0	PAS_chr4_0847	*	1					cpd00000
E-474_z0	PAS_chr2-2_0160	*	1					cpd00000
E-22_z0	PAS_chr4_0865	*	1					cpd00000
E-475_z0	PAS_chr2-2_0159	*	1					cpd00000
E-476_z0	PAS_chr2-2_0149	*	1					cpd00000
E-477_z0	PAS_chr2-2_0145	*	1					cpd00000
E-478_z0	PAS_chr2-2_0142	*	1					cpd00000
E-479_z0	PAS_chr2-2_0137	*	1					cpd00000
E-881_z0	PAS_chr1-1_0164	*	1					cpd00000
E-880_z0	PAS_chr1-1_0169	*	1					cpd00000
E-883_z0	PAS_chr1-1_0155	*	1					cpd00000
E-882_z0	PAS_chr1-1_0163	*	1					cpd00000
E-885_z0	PAS_chr1-1_0129	*	1					cpd00000
E-884_z0	PAS_chr1-1_0132	*	1					cpd00000
E-887_z0	PAS_chr1-1_0117	*	1					cpd00000
E-17_z0	PAS_chr4_0912	*	1					cpd00000
E-886_z0	PAS_chr1-1_0127	*	1					cpd00000
E-18_z0	PAS_chr4_0907	*	1					cpd00000
E-889_z0	PAS_chr1-1_0111	*	1					cpd00000
E-19_z0	PAS_chr4_0906	*	1					cpd00000
E-888_z0	PAS_chr1-1_0114	*	1					cpd00000
E-480_z0	PAS_chr2-2_0131	*	1					cpd00000
E-16_z0	PAS_chr4_0925	*	1					cpd00000
E-481_z0	PAS_chr2-2_0128	*	1					cpd00000
E-15_z0	PAS_chr4_0953	*	1					cpd00000
E-868_z0	PAS_chr1-1_0241	*	1					cpd00000
E-14_z0	PAS_chr4_0968	*	1					cpd00000
E-869_z0	PAS_chr1-1_0233	*	1					cpd00000
E-13_z0	PAS_chr4_0974	*	1					cpd00000
E-484_z0	PAS_chr2-2_0113	*	1					cpd00000
E-12_z0	PAS_chr4_0988	*	1					cpd00000
E-485_z0	PAS_chr2-2_0112	*	1					cpd00000
E-11_z0	PAS_chr4_0990	*	1					cpd00000
E-482_z0	PAS_chr2-2_0127	*	1					cpd00000
E-10_z0	PAS_chr4_0994	*	1					cpd00000
E-483_z0	PAS_chr2-2_0125	*	1					cpd00000
E-488_z0	PAS_chr2-2_0104	*	1					cpd00000
E-489_z0	PAS_chr2-2_0094	*	1					cpd00000
E-486_z0	PAS_chr2-2_0111	*	1					cpd00000
E-487_z0	PAS_chr2-2_0107	*	1					cpd00000
E-870_z0	PAS_chr1-1_0221	*	1					cpd00000
E-874_z0	PAS_chr1-1_0202	*	1					cpd00000
E-873_z0	PAS_chr1-1_0203	*	1					cpd00000
E-872_z0	PAS_chr1-1_0212	*	1					cpd00000
E-871_z0	PAS_chr1-1_0215	*	1					cpd00000
E-878_z0	PAS_chr1-1_0187	*	1					cpd00000
E-877_z0	PAS_chr1-1_0191	*	1					cpd00000
E-876_z0	PAS_chr1-1_0195	*	1					cpd00000
E-875_z0	PAS_chr1-1_0200	*	1					cpd00000
cpd00084_z0	L-Cysteine	C3H7NO2S	1	XUJNEKJLAYXESH-REOHCLBHSA-N	NC(CS)C(=O)O	-83.394	C00097	cpd00084
E-40_z0	PAS_chr4_0777	*	1					cpd00000
E-41_z0	PAS_chr4_0744	*	1					cpd00000
E-42_z0	PAS_chr4_0743	*	1					cpd00000
E-43_z0	PAS_chr4_0737	*	1					cpd00000
E-44_z0	PAS_chr4_0736	*	1					cpd00000
E-45_z0	PAS_chr4_0735	*	1					cpd00000
E-46_z0	PAS_chr4_0733	*	1					cpd00000
E-47_z0	PAS_chr4_0732	*	1					cpd00000
E-48_z0	PAS_chr4_0731	*	1					cpd00000
E-49_z0	PAS_chr4_0730	*	1					cpd00000
E-39_z0	PAS_chr4_0780	*	1					cpd00000
cpd00588_z0	Sorbitol	C6H14O6	1	FBPFZTCFMRRESA-JGWLITMVSA-N	OCC(O)C(O)C(O)C(O)CO	-225.44	C00794	cpd00588
cpd00314_z0	D-Mannitol	C6H14O6	1	FBPFZTCFMRRESA-KVTDHHQDSA-N	OCC(O)C(O)C(O)C(O)CO	-225.44	C00392	cpd00314
M-m1243_z0	Fe2+	*	1					cpd00000
M-m1245_z0	Thiamine	*	1					cpd00000
E-30_z0	PAS_chr4_0816	*	1					cpd00000
cpd11741_z0	Chitosan	C18H38N3O13	1	RQFQJYYMBWVMQG-IXDPLRRUSA-Q	[NH3+]C1C(OC2C(CO)OC(OC3C(CO)OC(O)C([NH3+])C3O)C([NH3+])C2O)OC(CO)C(O)C1O	-429.49	C00734	cpd11741
M-m1247_z0	L-Alanine	*	1					cpd00000
E-33_z0	PAS_chr4_0795	*	1					cpd00000
E-34_z0	PAS_chr4_0790	*	1					cpd00000
E-31_z0	PAS_chr4_0815	*	1					cpd00000
E-32_z0	PAS_chr4_0806	*	1					cpd00000
E-37_z0	PAS_chr4_0785	*	1					cpd00000
E-38_z0	PAS_chr4_0783	*	1					cpd00000
E-35_z0	PAS_chr4_0788	*	1					cpd00000
E-36_z0	PAS_chr4_0786	*	1					cpd00000
E-29_z0	PAS_chr4_0818	*	1					cpd00000
E-28_z0	PAS_chr4_0819	*	1					cpd00000
cpd00100_z0	Glycerol	C3H8O3	1	PEDCQBHIVMGVHV-UHFFFAOYSA-N	OCC(O)CO	-116.18	C00116	cpd00100
M-m1235_z0	Thiamin	*	1					cpd00000
E-60_z0	PAS_chr4_0677	*	1					cpd00000
E-61_z0	PAS_chr4_0674	*	1					cpd00000
cpd00048_z0	Sulfate	O4S	1	QAOWNCQODCNURD-UHFFFAOYSA-L	O=S(=O)([O-])[O-]	-177.97	C00059	cpd00048
E-62_z0	PAS_chr4_0665	*	1					cpd00000
M-m1234_z0	Thiamin	*	1					cpd00000
E-63_z0	PAS_chr4_0664	*	1					cpd00000
E-68_z0	PAS_chr4_0621	*	1					cpd00000
E-69_z0	PAS_chr4_0613	*	1					cpd00000
